,mcc,mpc,ddi_0,ddi_1,ddi_2,ddi_3,ddi_4,ddi_5,ddi_6,ddi_7,ddi_8,ddi_9,ddi_10,ddi_11,ddi_12,ddi_13,ddi_14,ddi_15,ddi_16,ddi_17,ddi_18,entropy_0,entropy_1,entropy_2,entropy_3,entropy_4,entropy_5,entropy_6,entropy_7,entropy_8,entropy_9,entropy_10,entropy_11,entropy_12,entropy_13,entropy_14,entropy_15,entropy_16,entropy_17,entropy_18,awd_0,awd_1,awd_2,awd_3,awd_4,awd_5,awd_6,awd_7,awd_8,awd_9,awd_10,awd_11,awd_12,awd_13,awd_14,awd_15,awd_16,awd_17,awd_18,awe_pli_0,awe_pli_1,awe_pli_2,awe_pli_3,awe_pli_4,awe_pli_5,awe_pli_6,awe_pli_7,awe_pli_8,awe_pli_9,awe_pli_10,awe_pli_11,awe_pli_12,awe_pli_13,awe_pli_14,awe_pli_15,awe_pli_16,awe_pli_17,awe_pli_18,class
937,0.2551741600,0.0211111102,3.0133993626,3.1136975288,3.0980918407,2.8653004169,2.9433500767,2.8823297024,2.9844198227,2.9309625626,3.1087291241,2.9221489429,3.1377077103,2.9700241089,3.5381691456,2.6968109608,2.9933955669,2.8408737183,2.7486093044,2.9178512096,3.0100789070,3.2591502666,3.2362453938,3.2047512531,3.1134967804,3.2559092045,3.1163308620,3.2100443840,3.1341805458,3.3232157230,3.3182427883,3.2105610371,3.1921124458,3.3016643524,3.2592051029,3.2754085064,3.1602947712,3.2028088570,3.2420551777,3.2481021881,10.8693504333,11.3586330414,10.7347383499,10.0678005219,10.9823036194,10.5076894760,10.8539257050,11.1020698547,11.5954036713,11.1381273270,11.4798870087,10.6957798004,12.0141534805,11.5293550491,11.7308921814,10.9011173248,10.0166358948,10.6664438248,11.2051820755,0.1852631569,0.1810526252,0.1726315767,0.1368421018,0.1621052623,0.2421052605,0.2399999946,0.1936842054,0.1810526401,0.1936842054,0.2147368342,0.1726315767,0.2842105329,0.1157894731,0.3410526216,0.2315789461,0.1894736886,0.1115789488,0.1642105281,1.0000000000
356,0.4813300967,0.0199951325,5.5927014351,5.7799324989,5.4165320396,4.9439053535,5.4844441414,5.1730213165,5.5807743073,5.0915226936,5.7316198349,5.8398275375,5.5765471458,5.8815541267,5.9529480934,5.7667222023,5.6942653656,5.7767767906,4.7312369347,5.2928967476,5.8089942932,3.3528950214,3.5441360474,3.4811315536,3.4671068192,3.4665796757,3.5607261658,3.3808708191,3.5566499233,3.5061206818,3.4697916508,3.4350550175,3.4850218296,3.5864958763,3.5007545948,3.4436783791,3.4532117844,3.4228713512,3.5636181831,3.5069575310,14.5009670258,15.7947864532,14.8358469009,14.7558183670,14.6082220078,15.4251613617,15.0798120499,15.3830337524,15.2592840195,15.0287561417,14.4867324829,14.9706993103,15.1189937592,15.7714271545,14.9772653580,16.0204944611,14.7187309265,15.3820619583,15.7793502808,0.1368421018,0.1178947389,0.1389473677,0.2631579041,0.1852631569,0.1368421018,0.1599999964,0.2673684061,0.1263157874,0.2147368342,0.0778947324,0.0842105225,0.1221052632,0.2484210581,0.1599999964,0.3536842167,0.1978947371,0.1726315767,0.2715789378,0.0000000000
1366,0.3124067485,0.0199999996,3.9859406948,4.1482853889,4.2260870934,4.5819468498,4.7653427124,4.8054485321,4.7532286644,5.4399623871,4.7505779266,4.8335418701,4.4284753799,4.4935531616,4.4008760452,5.0424585342,4.7525863647,5.3494515419,4.0974259377,4.9238543510,5.2042307854,3.4349467754,3.4008800983,3.4030742645,3.4140508175,3.3608980179,3.5023081303,3.4550175667,3.5288841724,3.4309520721,3.4888839722,3.3587594032,3.5006859303,3.5219171047,3.4578516483,3.4399197102,3.4505610466,3.4314687252,3.4860498905,3.4885637760,13.2105722427,13.6421794891,13.0043382645,13.9742622375,14.9690828323,14.0543470383,14.4912290573,14.7947702408,13.9837884903,14.5808105469,13.4821987152,13.9716863632,13.8627176285,13.8470802307,13.7139606476,14.0150461197,13.3247060776,14.2963037491,14.8913354874,0.2294736803,0.2273684144,0.3494736850,0.4610526264,0.2842105329,0.3136842251,0.3305263221,0.2989473641,0.3052631617,0.2821052670,0.3010526299,0.4021052718,0.3389473557,0.2968420982,0.3263157904,0.2189473659,0.3557894826,0.3073684275,0.3578947484,1.0000000000
1335,0.3135430813,0.0199999996,2.6238188744,3.1194219589,3.2366647720,2.9007368088,2.9837400913,3.0984334946,2.7904458046,2.9735839367,2.7237887383,3.1993303299,3.4282932281,2.7719931602,2.3552627563,2.9230129719,3.3227875233,2.8630588055,3.3152272701,3.2033813000,3.2336373329,3.3403108120,3.1545715332,3.2988300323,3.2289547920,3.3967618942,3.1713430882,3.3645691872,3.2726292610,3.3134660721,3.3412024975,3.3713431358,3.1615934372,3.2943737507,3.1697242260,3.4012184143,3.2321674824,3.1909520626,3.3778517246,3.2420551777,10.7620277405,9.8542528152,10.5068016052,10.2463979721,11.1343421936,9.9758377075,11.4041910172,10.9745111465,10.8929567337,10.9634037018,11.7616796494,9.8642692566,11.3834896088,10.4331512451,11.2676401138,10.6084108353,10.1536731720,11.0097541809,10.7410488129,0.1705263108,0.1663157940,0.1831578910,0.1221052632,0.1536842138,0.2315789461,0.1684210449,0.2463157922,0.2252631485,0.1705263108,0.1831578910,0.1242105216,0.1873684227,0.1347368360,0.1452631503,0.1873684227,0.1326315701,0.1536842138,0.2189473659,1.0000000000
1233,0.3023796082,0.0199480187,2.7541778088,2.7677247524,2.4055740833,2.3657233715,1.9275670052,2.3884928226,2.5855689049,1.9914565086,2.0502941608,2.0112905502,2.8653481007,3.7565360069,1.9554105997,2.4237439632,1.9180521965,2.2552540302,2.4356710911,2.4978768826,1.9844917059,3.3249750137,3.3226990700,3.2316720486,3.6387593746,3.2553925514,3.5312261581,3.3006858826,3.5242557526,3.3547086716,3.3511552811,3.2968327999,3.5710229874,3.3712260723,3.3942480087,3.4309520721,3.4986884594,3.4606859684,3.4835908413,3.3476014137,11.7520217896,12.9413862228,11.7292337418,14.9686174393,12.0793132782,13.7828254700,11.6588382721,13.7344923019,11.9960060120,12.0374536514,11.5577611923,14.2350101471,12.6468267441,13.5021800995,12.8725547791,13.2408275604,12.9677419662,13.6954603195,13.3788328171,0.1052631587,0.1031578928,0.1473684162,0.2042105198,0.1684210449,0.1452631503,0.1684210449,0.1852631569,0.2063157856,0.2000000030,0.1199999973,0.1557894796,0.1431578994,0.1621052623,0.1431578994,0.1978947371,0.1515789479,0.1431578994,0.2021052688,1.0000000000
1264,0.3347327709,0.0199762899,2.8694851398,2.8542826176,2.9080998898,2.4287486076,2.6407976151,2.5236454010,2.4121265411,2.9016110897,2.7034199238,2.7494883537,3.1197295189,2.6976857185,3.0280244350,2.5556282997,3.1359920502,2.3632810116,2.8195011616,2.9984982014,2.8378338814,3.5424282551,3.5048305988,3.4532117844,3.3117890358,3.3446578979,3.4337863922,3.2605037689,3.3187592030,3.4317889214,3.3014678955,3.5700445175,3.5059790611,3.3668868542,3.3268866539,3.3970823288,3.2447512150,3.5076560974,3.4002399445,3.3157286644,14.6002826691,14.5839090347,14.0067214966,12.8868627548,13.5028238297,13.2708959579,12.6431713104,12.4045124054,12.6318264008,12.0324649811,13.8403530121,14.1015119553,11.4500379562,11.5259780884,12.4014453888,12.1308488846,13.8385772705,13.9719753265,12.4974737167,0.1473684162,0.1368421018,0.1326315850,0.1621052623,0.2189473659,0.1578947306,0.2147368342,0.1599999964,0.1221052632,0.1221052632,0.1726315767,0.1389473677,0.1368421018,0.1347368360,0.1473684162,0.1536842138,0.1831578910,0.1557894796,0.1410526335,1.0000000000
1943,0.2918314040,0.0199350230,3.5530190468,3.8094298840,3.6569788456,3.3175792694,3.6145887375,3.2654721737,3.4741909504,3.5610921383,3.6163165569,3.5723567009,3.4521052837,4.1009368896,3.7217292786,3.7420651913,3.5348787308,3.5123579502,3.4595553875,3.5949716568,4.1494116783,3.1927113533,3.5954632759,3.5509521961,3.2468867302,3.5079765320,3.4779093266,3.4530200958,3.2470920086,3.3668868542,3.4158544540,3.3580045700,3.3864958286,3.3775315285,3.4921832085,3.2931022644,3.6141772270,3.4359252453,3.3957495689,3.1574928761,14.1809158325,14.6873598099,15.3137693405,14.0807580948,15.0982151031,16.1223983765,15.0379476547,14.0752620697,14.1469259262,14.0610694885,14.5168504715,15.0397377014,14.2396688461,14.8833751678,13.7018814087,14.9627237320,14.5174970627,14.8999395370,14.5116128922,0.3031578958,0.1831578910,0.1873684227,0.2378947288,0.2610526383,0.3452631533,0.2231578976,0.1621052623,0.2336842120,0.3010526299,0.3178947270,0.2863157988,0.1810526252,0.2589473724,0.2147368491,0.2252631634,0.1621052623,0.2042105198,0.4063157737,2.0000000000
1443,0.3974291384,0.0199817102,4.7963266373,4.7438516617,4.7244267464,4.6694602966,4.6211690903,4.9288735390,4.6948575974,5.0497126579,4.3521423340,5.1571464539,4.5742683411,4.4617395401,4.7545084953,4.7268056870,4.6708226204,5.0759410858,4.9839057922,5.0246615410,4.9071259499,3.5459790230,3.5615935326,3.4387593269,3.5245692730,3.5101151466,3.4490256310,3.5056588650,3.6094007492,3.3949468136,3.5288841724,3.4427540302,3.4900445938,3.4105610847,3.5318598747,3.5187592506,3.5627539158,3.5378515720,3.5970823765,3.4925584793,14.7357959747,14.2813510895,14.0048370361,14.2333173752,14.0045738220,14.0370140076,14.0349292755,14.6193456650,13.4273891449,14.1904134750,14.5086431503,14.0325651169,14.1403188705,14.1530456543,13.8838949203,14.6330442429,14.2192325592,14.7645320892,14.3928995132,0.1621052623,0.1663157940,0.1557894647,0.1347368360,0.3199999928,0.2126315832,0.1515789479,0.1642105281,0.1536842138,0.1810526252,0.2294736803,0.1663157940,0.1599999964,0.1199999973,0.2631579041,0.1410526335,0.4715789557,0.1494736820,0.1557894796,1.0000000000
853,0.3140443563,0.0211111102,4.9103994370,4.9019699097,4.8469533920,4.5380368233,4.7565131187,5.2176237106,4.9831933975,4.5096879005,5.0785045624,5.1030139923,5.1110024452,4.3952031136,5.5154213905,5.7328691483,5.4945912361,5.0461931229,5.1678190231,4.9948596954,4.7289538383,3.4337863922,3.3643727303,3.3235907555,3.5104904175,3.3923056126,3.6390795708,3.4918596745,3.3962454796,3.5109522343,3.3836615086,3.4423787594,3.3766913414,3.5207567215,3.3761746883,3.4447512627,3.4669575691,3.2334110737,3.3677270412,3.4211475849,14.7331619263,14.8400497437,15.1925697327,15.3009099960,14.7869443893,15.7951459885,15.1647520065,14.5895109177,15.2063875198,14.8087072372,14.1557598114,14.4786825180,15.2132482529,14.7404842377,15.2722034454,15.5462741852,14.5708608627,15.5467624664,15.0715417862,0.2736842036,0.2568421066,0.1557894647,0.2147368491,0.2168421000,0.3473684192,0.2505263090,0.1957894713,0.2357894778,0.3094736934,0.1894736886,0.4042105377,0.2042105198,0.3684210479,0.2821052670,0.2168421000,0.4399999976,0.3536842167,0.2252631634,1.0000000000
1932,0.2814052999,0.0211111102,3.7336130142,4.3898630142,4.0248136520,5.1374483109,4.8862113953,5.2481713295,4.4882965088,5.1429982185,4.6489152908,4.9066891670,4.5261693001,5.2210960388,4.5702900887,4.9876337051,4.5825452805,4.9141154289,4.3213310242,4.2820429802,5.0855894089,3.3325035572,3.3048219681,3.3648927212,3.2800018787,3.6440525055,3.5881178379,3.5456588268,3.4083673954,3.6276562214,3.5056588650,3.5534660816,3.5305612087,3.6264958382,3.5675854683,3.5635907650,3.5539278984,3.3828246593,3.4754633904,3.4857296944,12.4097824097,12.4427843094,13.0174121857,14.4449577332,14.8410911560,14.5991449356,13.8697643280,14.8493928909,15.4669828415,14.7487277985,14.4702434540,15.4689941406,15.3448572159,15.3487644196,15.0060272217,14.9917764664,13.8216810226,12.7753047943,14.4404954910,0.0652631596,0.0673684180,0.1094736829,0.2800000012,0.1852631569,0.2399999946,0.2736842036,0.2210526317,0.1978947371,0.2210526317,0.1452631503,0.2800000012,0.2315789461,0.2842105329,0.2547368407,0.2252631634,0.3284210563,0.1263157874,0.1915789545,2.0000000000
235,0.1854849756,0.0196662657,4.2171521187,4.9044265747,3.4632229805,4.2483000755,3.7514171600,4.5803704262,3.1738696098,3.3548505306,3.0398619175,3.8515155315,3.8433957100,3.1724839211,3.5035772324,2.7289011478,2.5216944218,3.5815277100,3.6208374500,4.6095523834,3.4286370277,3.2479493618,3.4850218296,3.3039851189,3.5019845963,3.5610768795,3.4721126556,3.4371676445,3.4950997829,3.3949515820,3.4113430977,3.4199793339,3.4468901157,3.4802949429,3.4472651482,3.2072103024,3.3294007778,3.6219844818,3.6309521198,3.3227539062,13.8471651077,15.6879920959,13.1483650208,14.3336486816,13.8142004013,14.8190431595,13.1563224792,13.8406066895,14.6559410095,15.4206876755,15.1741514206,13.9327030182,13.0858564377,12.4933071136,12.9707555771,13.8747014999,14.9148054123,14.8932647705,14.0432424545,0.2715789378,0.2147368491,0.1915789545,0.1915789396,0.2126315832,0.2168421000,0.3094736934,0.2021052688,0.1242105216,0.2442105263,0.2084210515,0.1894736886,0.1284210533,0.2757894695,0.1389473677,0.2757894695,0.1642105281,0.2189473659,0.2505263090,0.0000000000
1941,0.2711221874,0.0199999996,3.0953333378,2.8726217747,3.3840086460,2.9561898708,3.6190040112,3.2326011658,3.6054322720,3.6614103317,4.2830243111,3.2724506855,2.4008965492,3.2806367874,2.6121747494,2.9692995548,3.3571331501,3.5160629749,3.2197179794,3.1632752419,2.7217934132,3.3121674061,3.4387593269,3.2730042934,3.5403656960,3.4170148373,3.4790794849,3.4427540302,3.4480471611,3.5310227871,3.4146940708,3.0676772594,3.6002399921,3.3101973534,3.4367620945,3.3909521103,3.5240526199,3.3527114391,3.2938570976,3.3431448936,11.8058147430,13.7013883591,12.1138696671,13.7644586563,11.8249311447,13.0145092010,12.3977346420,13.8888902664,13.5133419037,12.3106651306,10.4471559525,15.8663139343,11.1153278351,12.6778898239,12.2973947525,13.6095819473,11.8931589127,11.6262722015,12.3040027618,0.2126315832,0.2736842036,0.1368421018,0.3957894742,0.2189473659,0.2273684144,0.1936842054,0.1789473742,0.2884210348,0.2000000030,0.2800000012,0.4042105377,0.2084210515,0.3052631617,0.2315789461,0.2463157922,0.1642105281,0.2042105198,0.1978947371,2.0000000000
272,0.3626467884,0.0199956112,5.1901917458,4.9108242989,4.9689140320,4.7688169479,5.4406304359,4.4254245758,4.6280488968,5.2569899559,4.8884887695,4.1594958305,5.2164831161,4.2630305290,3.2736697197,4.1915082932,3.9544215202,5.0122566223,5.4247546196,3.8567984104,3.7000288963,3.3104903698,3.4196670055,3.3738570213,3.3294007778,3.3783683777,3.3730201721,3.4024336338,3.3330202103,3.3325035572,3.4251971245,3.3632156849,3.3182976246,3.2430741787,3.4047513008,3.3330202103,3.2933404446,3.3546264172,3.4052131176,3.3745558262,13.4216947556,13.3225355148,13.5579738617,12.9326906204,13.4401769638,13.5437803268,13.2440252304,13.1864204407,13.3072834015,13.1784992218,14.2671909332,13.1918773651,13.6813497543,13.5355901718,13.6227016449,13.0878572464,13.5342779160,13.2395591736,13.3813495636,0.1599999964,0.1452631503,0.3010526299,0.1473684162,0.1663157940,0.1515789479,0.2294736803,0.1789473742,0.1242105216,0.3284210563,0.1010526270,0.1157894731,0.1031578928,0.1684210598,0.1410526335,0.1178947389,0.1515789479,0.1094736829,0.1284210533,0.0000000000
